Link ID; Channel ID; Line; time tag; Data 
  1; 15;  1;0x3d41c087fd5a;0xbcbcbcbc3c0726988fef87dd63bafff4L
  1; 15;  2;0x3d41c087fdd2;0xbcbcbcbc3c0726988fef87dd6bb20034L
  1; 15;  3;0x3d41c087fefe;0xbcbcbcbc3c05fd8b7fe7082d6bca0004L
  1; 15;  4;0x3d41c087ff76;0xbcbcbcbc3c0751b8ab2a0ffd63ceffe4L
  1; 15;  5;0x3d41c087ffee;0xbcbcbcbc3c0726988fef900d63bcfff4L
  1; 15;  6;0x3d41c0880066;0xbcbcbcbc3c05fd8b7fe7102d6bb8ffc4L
  1; 15;  7;0x3d41c08800de;0xbcbcbcbc3c05fd8b7fe7102d63ca0004L
  1; 15;  8;0x3d41c088020a;0xbcbcbcbc3c0751b8ab2a189d6bccffe4L
  1; 15;  9;0x3d41c0880282;0xbcbcbcbc3c0726988fef98bd63befff4L
  1; 15; 10;0x3d41c08802fa;0xbcbcbcbc3c05fd8b7fe7190d6bbaffc4L
  1; 15; 11;0x3d41c0880372;0xbcbcbcbc3c0439fb43ae1b1d6bccffd4L
  1; 15; 12;0x3d41c08803ea;0xbcbcbcbc3c0726988fef9e1d6bbcfff4L
  1; 15; 13;0x3d41c0880462;0xbcbcbcbc3c0726988fef9e1d6bae0034L
  1; 15; 14;0x3d41c08807e6;0xbcbcbcbc3c0751b8ab2a312d63caffa4L
  1; 15; 15;0x3d41c088085e;0xbcbcbcbc3c0726988fefb16d63befff4L
  1; 15; 16;0x3d41c08808d6;0xbcbcbcbc3c05fd8b7fe7316d6bbcffc4L
  1; 15; 17;0x3d41c088098a;0xbcbcbcbc3c0439fb43ae339d6bcaffd4L
  1; 15; 18;0x3d41c0880a02;0xbcbcbcbc3c0751b8ab2a351d63d0ffe4L
  1; 15; 19;0x3d41c0880a7a;0xbcbcbcbc3c05fd8b7fe7381d6bb8ffc4L
  1; 15; 20;0x3d41c0880af2;0xbcbcbcbc3c0439fb43ae399d63caffd4L
  1; 15; 21;0x3d41c0880b6a;0xbcbcbcbc3c0751b8ab2a3b1d63d0ffa4L
  1; 15; 22;0x3d41c0880be2;0xbcbcbcbc3c05fd8b7fe73e1d6bb8ffc4L
  1; 15; 23;0x3d41c0880c5a;0xbcbcbcbc3c0439fb43ae3f9d6bccffd4L
  1; 15; 24;0x3d41c0880cd2;0xbcbcbcbc3c0751b8ab2a011d63d2ffe4L
  1; 15; 25;0x3d41c0880d86;0xbcbcbcbc3c05fd8b7fe7041d6bb8ffc4L
  1; 15; 26;0x3d41c0880dfe;0xbcbcbcbc3c0439fb43ae059d63caffd4L
  1; 15; 27;0x3d41c0880e76;0xbcbcbcbc3c0751b8ab2a071d63d0ffe4L
  1; 15; 28;0x3d41c0880eee;0xbcbcbcbc3c05fd8b7fe70a1d6bb8ffc4L
  1; 15; 29;0x3d41c0880f66;0xbcbcbcbc3c0439fb43ae0b9d63caffd4L
  1; 15; 30;0x3d41c0880fde;0xbcbcbcbc3c0751b8ab2a0d1d63d2ffe4L
  1; 15; 31;0x3d41c0881056;0xbcbcbcbc3c05fd8b7fe7101d6bbaff84L
  1; 15; 32;0x3d41c088110a;0xbcbcbcbc3c05fd8b7fe7101d63ca0004L
  1; 15; 33;0x3d41c0881182;0xbcbcbcbc3c0439fb43ae119d63cc0014L
  1; 15; 34;0x3d41c08811fa;0xbcbcbcbc3c0751b8ab2a17ad63b80024L
  1; 15; 35;0x3d41c0881272;0xbcbcbcbc3c05fd8b7fe71bdd63b6ffc4L
  1; 15; 36;0x3d41c08812ea;0xbcbcbcbc3c0439fb43ae1bfd6bcaffd4L
  1; 15; 37;0x3d41c0881362;0xbcbcbcbc3c0751b8ab2a1c5d63d0ffe4L
  1; 15; 38;0x3d41c08813da;0xbcbcbcbc3c0726988fef9e5d63bcfff4L
  1; 15; 39;0x3d41c0881452;0xbcbcbcbc3c05fd8b7fe7210d63b8ffc4L
  1; 15; 40;0x3d41c0881506;0xbcbcbcbc3c05fd8b7fe7210d63ca0004L
  1; 15; 41;0x3d41c088157e;0xbcbcbcbc3c0751b8ab2a262d63ccffe4L
  1; 15; 42;0x3d41c08815f6;0xbcbcbcbc3c0726988fefa6cd63bafff4L
  1; 15; 43;0x3d41c088166e;0xbcbcbcbc3c05fd8b7fe726dd6bbaffc4L
  1; 15; 44;0x3d41c08816e6;0xbcbcbcbc3c0751b8ab2a2a1d63d2ffe4L
  1; 15; 45;0x3d41c088175e;0xbcbcbcbc3c0726988fefab9d63bafff4L
