Link ID; Channel ID; Line; Data 
  1; 15;  1;0xbcbcbcbc3c000008020f3b1779d4ffecL
  1; 15;  2;0x79d4ffec3c000008020f3b5705cdffedL
  1; 15;  3;0x5cdffed3c000008020f3b9729d5ffeeL
  1; 15;  4;0x29d5ffee3c000008020f3bd729d6ffefL
  1; 15;  5;0x29d6ffef3c000008020f381749d4ffe0L
  1; 15;  6;0x49d4ffe03c000008020f385769e2ffe1L
  1; 15;  7;0x69e2ffe13c000008020f38976ddeffe2L
  1; 15;  8;0x6ddeffe23c000008020f38d759dbffe3L
  1; 15;  9;0x59dbffe33c000008020f391799fdffe4L
  1; 15; 10;0x99fdffe43c000008020f395709efffe5L
  1; 15; 11;0x9efffe53c000008020f3997a9f0ffe6L
  1; 15; 12;0xa9f0ffe63c000008020f39d6d5caffe7L
  1; 15; 13;0xd5caffe73c000008020f3a1779d4ffe8L
  1; 15; 14;0x79d4ffe83c000008020f3a5699dfffe9L
  1; 15; 15;0x99dfffe93c000008020f3a9769f0ffeaL
  1; 15; 16;0xbcbcbcbc3c000008020f2b1785d4fffcL
  1; 15; 17;0x85d4fffc3c000008020f2b5701cafffdL
  1; 15; 18;0x1cafffd3c000008020f2b9729cefffeL
  1; 15; 19;0x29cefffe3c000008020f2bd72dd7ffffL
  1; 15; 20;0x2dd7ffff3c000008020f001745cdfff0L
  1; 15; 21;0x45cdfff03c000008020f005759e2fff1L
  1; 15; 22;0x59e2fff13c000008020f009771defff2L
  1; 15; 23;0x71defff23c000008020f00d755d8fff3L
  1; 15; 24;0x55d8fff33c000008020f011799fcfff4L
  1; 15; 25;0x99fcfff43c000008020f015711effff5L
  1; 15; 26;0x11effff53c000008020f0197a5eefff6L
  1; 15; 27;0xa5eefff63c000008020f29d6d9cbfff7L
  1; 15; 28;0xd9cbfff73c000008020f2a1779d2fff8L
  1; 15; 29;0x79d2fff83c000008020f2a5681e0fff9L
  1; 15; 30;0x81e0fff93c000008020f2a9761edfffaL
  1; 15; 31;0xbcbcbcbc3c000008020f33178dd7ffccL
  1; 15; 32;0x8dd7ffcc3c000008020f335715ceffcdL
  1; 15; 33;0x15ceffcd3c000008020f33972dd3ffceL
  1; 15; 34;0x2dd3ffce3c000008020f33d745daffcfL
  1; 15; 35;0x45daffcf3c000008020f30174dd8ffc0L
  1; 15; 36;0x4dd8ffc03c000008020f305779e2ffc1L
  1; 15; 37;0x79e2ffc13c000008020f309775e3ffc2L
  1; 15; 38;0x75e3ffc23c000008020f30d779dfffc3L
  1; 15; 39;0x79dfffc33c000008020f3117b1fcffc4L
  1; 15; 40;0xb1fcffc43c000008020f31572defffc5L
  1; 15; 41;0x2defffc53c000008020f3197b1f0ffc6L
  1; 15; 42;0xb1f0ffc63c000008020f31d6e5cfffc7L
  1; 15; 43;0xe5cfffc73c000008020f321789d3ffc8L
  1; 15; 44;0x89d3ffc83c000008020f3256a5e2ffc9L
  1; 15; 45;0xa5e2ffc93c000008020f329779efffcaL
  1; 15; 46;0xbcbcbcbc3c000008020f3b1789d4ffdcL
  1; 15; 47;0x89d4ffdc3c000008020f3b5711d2ffddL
  1; 15; 48;0x11d2ffdd3c000008020f3b9721d1ffdeL
  1; 15; 49;0x21d1ffde3c000008020f3bd735ddffdfL
  1; 15; 50;0x35ddffdf3c000008020f381745d6ffd0L
  1; 15; 51;0x45d6ffd03c000008020f385771e6ffd1L
  1; 15; 52;0x71e6ffd13c000008020f389785e1ffd2L
  1; 15; 53;0x85e1ffd23c000008020f38d771dbffd3L
  1; 15; 54;0x71dbffd33c000008020f3917adfdffd4L
  1; 15; 55;0xadfdffd43c000008020f395735f0ffd5L
  1; 15; 56;0x35f0ffd53c000008020f3997adf1ffd6L
  1; 15; 57;0xadf1ffd63c000008020f39d6e5cbffd7L
  1; 15; 58;0xe5cbffd73c000008020f3a178dd4ffd8L
  1; 15; 59;0x8dd4ffd83c000008020f3a56b5e2ffd9L
  1; 15; 60;0xb5e2ffd93c000008020f3a976df2ffdaL
  1; 15; 61;0xbcbcbcbc3c000008020f2b1779d5ffecL
  1; 15; 62;0x79d5ffec3c000008020f2b5709ceffedL
  1; 15; 63;0x9ceffed3c000008020f2b972dd5ffeeL
  1; 15; 64;0x2dd5ffee3c000008020f2bd72dd7ffefL
  1; 15; 65;0x2dd7ffef3c000008020f001755d5ffe0L
  1; 15; 66;0x55d5ffe03c000008020f00576de2ffe1L
  1; 15; 67;0x6de2ffe13c000008020f009771e0ffe2L
  1; 15; 68;0x71e0ffe23c000008020f00d755daffe3L
  1; 15; 69;0x55daffe33c000008020f01179dfeffe4L
  1; 15; 70;0x9dfeffe43c000008020f015711efffe5L
  1; 15; 71;0x11efffe53c000008020f0197adf0ffe6L
  1; 15; 72;0xadf0ffe63c000008020f29d6d9caffe7L
  1; 15; 73;0xd9caffe73c000008020f2a177dd4ffe8L
  1; 15; 74;0x7dd4ffe83c000008020f2a5695e0ffe9L
  1; 15; 75;0x95e0ffe93c000008020f2a9765f1ffeaL
  1; 15; 76;0xbcbcbcbc3c000008020f331789d4fffcL
  1; 15; 77;0x89d4fffc3c000008020f3356f9cbfffdL
  1; 15; 78;0xf9cbfffd3c000008020f339725cefffeL
  1; 15; 79;0x25cefffe3c000008020f33d731d7ffffL
  1; 15; 80;0x31d7ffff3c000008020f301749cefff0L
  1; 15; 81;0x49cefff03c000008020f305765e3fff1L
  1; 15; 82;0x65e3fff13c000008020f309775defff2L
  1; 15; 83;0x75defff23c000008020f30d759dafff3L
  1; 15; 84;0x59dafff33c000008020f31179dfcfff4L
  1; 15; 85;0x9dfcfff43c000008020f315715effff5L
  1; 15; 86;0x15effff53c000008020f3197a1eefff6L
  1; 15; 87;0xa1eefff63c000008020f31d6d9cbfff7L
  1; 15; 88;0xd9cbfff73c000008020f321779d4fff8L
  1; 15; 89;0x79d4fff83c000008020f325681e0fff9L
  1; 15; 90;0x81e0fff93c000008020f329765eefffaL
  1; 15; 91;0xbcbcbcbc3c000008020f3b1789d5ffccL
  1; 15; 92;0x89d5ffcc3c000008020f3b570dceffcdL
  1; 15; 93;0xdceffcd3c000008020f3b972dd2ffceL
  1; 15; 94;0x2dd2ffce3c000008020f3bd73dd8ffcfL
  1; 15; 95;0x3dd8ffcf3c000008020f381741d5ffc0L
  1; 15; 96;0x41d5ffc03c000008020f385779e3ffc1L
  1; 15; 97;0x79e3ffc13c000008020f389775e1ffc2L
  1; 15; 98;0x75e1ffc23c000008020f38d771deffc3L
  1; 15; 99;0x71deffc33c000008020f3917adfcffc4L
  1; 15;100;0xadfcffc43c000008020f395729eeffc5L
  1; 15;101;0x29eeffc53c000008020f3997adefffc6L
  1; 15;102;0xadefffc63c000008020f39d6e1cbffc7L
  1; 15;103;0xe1cbffc73c000008020f3a1785d1ffc8L
  1; 15;104;0x85d1ffc83c000008020f3a56a5e0ffc9L
  1; 15;105;0xa5e0ffc93c000008020f3a9779efffcaL
  1; 15;106;0xbcbcbcbc3c000008020f2b178dd3ffdcL
  1; 15;107;0x8dd3ffdc3c000008020f2b5709d2ffddL
  1; 15;108;0x9d2ffdd3c000008020f2b9725d1ffdeL
  1; 15;109;0x25d1ffde3c000008020f2bd72dddffdfL
  1; 15;110;0x2dddffdf3c000008020f001741d6ffd0L
  1; 15;111;0x41d6ffd03c000008020f005775e6ffd1L
  1; 15;112;0x75e6ffd13c000008020f009785e2ffd2L
  1; 15;113;0x85e2ffd23c000008020f00d76ddbffd3L
  1; 15;114;0x6ddbffd33c000008020f0117a9fdffd4L
  1; 15;115;0xa9fdffd43c000008020f01572df0ffd5L
  1; 15;116;0x2df0ffd53c000008020f0197adf1ffd6L
  1; 15;117;0xadf1ffd63c000008020f29d6edccffd7L
  1; 15;118;0xedccffd73c000008020f2a178dd4ffd8L
  1; 15;119;0x8dd4ffd83c000008020f2a56b1e3ffd9L
  1; 15;120;0xb1e3ffd93c000008020f2a976df1ffdaL
  1; 15;121;0xbcbcbcbc3c000008020f33177dd5ffecL
  1; 15;122;0x7dd5ffec3c000008020f335709cfffedL
