Link ID; Channel ID; Line; time tag; Data 
  1; 15;  1;0x3d41de3f5afa;0xbcbcbcbc3c05fd8b7fe7399d6bb8ffc4L
  1; 15;  2;0x3d41de3f5b72;0xbcbcbcbc3c0439fb43ae3b1d6bc8ffd4L
  1; 15;  3;0x3d41de3f5bea;0xbcbcbcbc3c0726988fefbe1d63bafff4L
  1; 15;  4;0x3d41de3f5c62;0xbcbcbcbc3c05fd8b7fe73f9d6bb8ffc4L
  1; 15;  5;0x3d41de3f5cda;0xbcbcbcbc3c0439fb43ae011d63caffd4L
  1; 15;  6;0x3d41de3f5d52;0xbcbcbcbc3c0726988fef841d63bcfff4L
  1; 15;  7;0x3d41de3f5e06;0xbcbcbcbc3c05fd8b7fe7059d6bbaffc4L
  1; 15;  8;0x3d41de3f5e7e;0xbcbcbcbc3c0439fb43ae071d6bcaffd4L
  1; 15;  9;0x3d41de3f5ef6;0xbcbcbcbc3c0726988fef8a1d63bafff4L
  1; 15; 10;0x3d41de3f5f6e;0xbcbcbcbc3c0726988fef8a1d6bb00034L
  1; 15; 11;0x3d41de3f5fe6;0xbcbcbcbc3c0439fb43ae0fdd6bcaffd4L
  1; 15; 12;0x3d41de3f605e;0xbcbcbcbc3c0751b8ab2a106d63d0ffe4L
  1; 15; 13;0x3d41de3f60d6;0xbcbcbcbc3c0726988fef90cd63bcfff4L
  1; 15; 14;0x3d41de3f618a;0xbcbcbcbc3c0439fb43ae13dd63caffd4L
  1; 15; 15;0x3d41de3f6202;0xbcbcbcbc3c0751b8ab2a155d63ceffe4L
  1; 15; 16;0x3d41de3f627a;0xbcbcbcbc3c0726988fef96dd63bafff4L
  1; 15; 17;0x3d41de3f62f2;0xbcbcbcbc3c0439fb43ae19dd63caffd4L
  1; 15; 18;0x3d41de3f636a;0xbcbcbcbc3c0751b8ab2a1b5d63d0ffe4L
  1; 15; 19;0x3d41de3f63e2;0xbcbcbcbc3c0726988fef9cdd63b8fff4L
  1; 15; 20;0x3d41de3f645a;0xbcbcbcbc3c0439fb43ae1fdd6bc8ffd4L
  1; 15; 21;0x3d41de3f64d2;0xbcbcbcbc3c0751b8ab2a215d63ceffe4L
  1; 15; 22;0x3d41de3f6586;0xbcbcbcbc3c0726988fefa2dd5bbafff4L
  1; 15; 23;0x3d41de3f65fe;0xbcbcbcbc3c0439fb43ae25dd63c8ffd4L
  1; 15; 24;0x3d41de3f6676;0xbcbcbcbc3c0751b8ab2a275d63d2ffe4L
  1; 15; 25;0x3d41de3f66ee;0xbcbcbcbc3c0726988fefa8dd63bafff4L
  1; 15; 26;0x3d41de3f6766;0xbcbcbcbc3c0439fb43ae2bdd63caffd4L
  1; 15; 27;0x3d41de3f67de;0xbcbcbcbc3c0751b8ab2a2d5d63d0ffe4L
  1; 15; 28;0x3d41de3f6856;0xbcbcbcbc3c0726988fefaedd63bafff4L
  1; 15; 29;0x3d41de3f690a;0xbcbcbcbc3c0439fb43ae31dd6bc8ffd4L
  1; 15; 30;0x3d41de3f6982;0xbcbcbcbc3c0751b8ab2a335d63ceffe4L
  1; 15; 31;0x3d41de3f6a36;0xffff00003c0726988fefb4dd5bbafff4L
  1; 15; 32;0x3d41de3f6a72;0x5bbafff43c0439fb43ae37dd63caffd4L
  1; 15; 33;0x3d41de3f6aea;0xbcbcbcbc3c0751b8ab2a395d63d0ffe4L
  1; 15; 34;0x3d41de3f6b62;0xbcbcbcbc3c0726988fefbadd63bafff4L
  1; 15; 35;0x3d41de3f6bda;0xbcbcbcbc3c0439fb43ae3ddd6bccffd4L
  1; 15; 36;0x3d41de3f6c16;0x6bccffd43c000008020f031755c6ffccL
  1; 15; 37;0x3d41de3f6c52;0x55c6ffcc3c000008020f0356c5bbffcdL
  1; 15; 38;0x3d41de3f6c8e;0xc5bbffcd3c000008020f0396c1bdffceL
  1; 15; 39;0x3d41de3f6cca;0xc1bdffce3c000008020f03d6f5c2ffcfL
  1; 15; 40;0x3d41de3f6d06;0xf5c2ffcf3c000008020f0016e5beffd0L
  1; 15; 41;0x3d41de3f6d42;0xe5beffd03c000008020f005729d5ffd1L
  1; 15; 42;0x3d41de3f6d7e;0x29d5ffd13c000008020f009731cfffe2L
  1; 15; 43;0x3d41de3f6dba;0x31cfffe23c000008020f00d709c6ffe3L
  1; 15; 44;0x3d41de3f6df6;0x9c6ffe33c0751b8ab2a3f5d73d0ffe4L
  1; 15; 45;0x3d41de3f6e32;0x73d0ffe43c000008020f0156c5e7ffe5L
  1; 15; 46;0x3d41de3f6e6e;0xc5e7ffe53c000008020f019771e5ffe6L
  1; 15; 47;0x3d41de3f6eaa;0x71e5ffe63c000008020f01d679baffc7L
  1; 15; 48;0x3d41de3f6ee6;0x79baffc73c000008020f021739bcffc8L
  1; 15; 49;0x3d41de3f6f22;0x39bcffc83c000008020f02564dd1ffc9L
  1; 15; 50;0x3d41de3f6f5e;0x4dd1ffc93c000008020f02971de2ffcaL
  1; 15; 51;0x3d41de3f6f9a;0x1de2ffca3c0751b8ab2a3f5d73c40024L
  1; 15; 52;0x3d41de3f6fd6;0x73c400243c05fd8b7fe7056d73baffc4L
  1; 15; 53;0x3d41de3f7012;0x73baffc43c0439fb43ae05ed6bcaffd4L
