Link ID; Channel ID; Line; time tag; Data 
  1; 20;  1;0x20b2d1c414;0x3ce41a0000fc000000fd007fL
  1; 20;  2;0x20b2d1d6bb;0x3c000000d900000400ed0000L
  1; 20;  3;0x20b2d1e859;0x3c0000000000000000000000L
  1; 20;  4;0x20b2d1ee71;0x3c0000000000000000000000L
  1; 20;  5;0x20b2eb5951;0x1500003c00ee40000000cd05000000L
  1; 20;  6;0x20b2eb5dca;0xf60000003c0061000000000000003c00L
  1; 20;  7;0x20b2eb646e;0x80000003c0000c6829d00000d000000L
  1; 20;  8;0x20b2eb7490;0xff3c000068bc00000000000000L
  1; 20;  9;0x20b304d840;0xbc0000003c00000039a0150000830000L
  1; 20; 10;0x20b304e281;0x9de3f33c7bb6fe00000000fdb80000L
  1; 20; 11;0x20b304fa6e;0x1100003cb600000000000000000000L
  1; 20; 12;0x20b31e437a;0x3cada8000000000000000000L
  1; 20; 13;0x20b31e5cac;0x4f9e4b53c00a495000000b5bba42400L
  1; 20; 14;0x20b35193c9;0x4005cbf3c00edb6b700b510b5000000L
  1; 20; 15;0x20b39e2888;0xf500bd3c1100000000981400000000L
  1; 20; 16;0x20b39e2a81;0x83003c7300000000d300e7710000L
  1; 20; 17;0x20b39e2ddd;0xa70000003c9a000000000065d3680000L
  1; 20; 18;0x20b39e4773;0x8e3c9166000000000000000091L
  1; 20; 19;0x20b39e50a1;0x72003c0012000000009c99000064L
  1; 20; 20;0x20b39e62c1;0x3c0000000000000000000000L
  1; 20; 21;0x20b3b7abc8;0x130000be3c0000003d00000000000000L
  1; 20; 22;0x20b3b7baff;0xa8003c000000000000a4000000b5L
  1; 20; 23;0x20b3b7c7fc;0x3c9f5cbf3600f70b54bd0000L
  1; 20; 24;0x20b3b7cdec;0x3c000000d993bf00009c0000L
  1; 20; 25;0x20b3b7d1bb;0xaf00003c5b0000000000003f449d00L
  1; 20; 26;0x20b3b7da12;0x3c00c4000000000000000000L
  1; 20; 27;0x20b3d1389f;0x3c00bda1b511000000000000L
  1; 20; 28;0x20b3d161a8;0x3c00d4000000000000000000L
  1; 20; 29;0x20b4376539;0xbfaf00003c0000009fb5000000e70000L
  1; 20; 30;0x20b4379f04;0xb4003c000a0000000000610000b0L
  1; 20; 31;0x20b437a30f;0xf03500003c0000000000000061009c00L
  1; 20; 32;0x20b46a9404;0x1271b8003c00003c1600000099961300L
  1; 20; 33;0x20b46ab47f;0x3c760000bb0000e90000c900L
  1; 20; 34;0x20b4841113;0xa6b7003c0000000000001000dd00c5L
  1; 20; 35;0x20b48424dc;0xfcb400003cdd00aba66b00cdb58800fcL
  1; 20; 36;0x20b48429f0;0x3c071000bebce3009a000000L
  1; 20; 37;0x20b4843b0c;0x3c0000000001de0027750000L
  1; 20; 38;0x20b4844a3e;0x95003c71000000000000000000e0L
  1; 20; 39;0x20b49d997b;0xac003c0000df0000000004000000L
  1; 20; 40;0x20b49d9dc7;0x3c0000000000b80000def400L
  1; 20; 41;0x20b49da718;0x22003cb800007600000062a50000L
  1; 20; 42;0x20b49dc3ec;0x3c0000000000000000000000L
  1; 20; 43;0x20b4b71cd4;0xb500f53c009cf30084ef000000afb6L
  1; 20; 44;0x20b4b736ba;0x2f3c000000b300a7000000003dL
  1; 20; 45;0x20b4b73e03;0xa705bb003c6400b40015000000009ac1L
  1; 20; 46;0x20b4b74650;0xa076003c9800000000000000000000L
  1; 20; 47;0x20b4d0fa7d;0x9600003c6900009838e7e4a49d0000L
  1; 20; 48;0x20b4d10450;0xfad100003c0000000000000000110083L
  1; 20; 49;0x20b4d1192c;0x3c006e000000000000002700L
  1; 20; 50;0x20b4d119c7;0x9ca4003c000000000052d8007ec300L
