Link ID; Channel ID; Line; time tag; Data 
  1; 15;  1;0x13f8726873;0x3cf300007500f500bf000000L
  1; 15;  2;0x13f8bf0985;0xf0000a13cb30000a1000000be0000bcL
  1; 15;  3;0x13f8bf0e58;0x3c00af000000000000000000L
  1; 15;  4;0x13f8f1f98a;0x15f5bff53cdd97b50000e700a0e10000L
  1; 15;  5;0x13f90b6910;0x3c0000000000000000000000L
  1; 15;  6;0x13f93e92c7;0x3c0000000000000000000000L
  1; 15;  7;0x13f95810ad;0xbd003c9500000000000000001dafL
  1; 15;  8;0x13f97178a4;0xf53c000000000000000000eddfL
  1; 15;  9;0x13f971a97d;0xb5003c00eef51600000000000000L
  1; 15; 10;0x13f98e56f9;0xf93c00a5000000a815a20000b9L
  1; 15; 11;0x13f98e575d;0x3c000000000000af00000000L
  1; 15; 12;0x13f9d79bed;0x316f00a53c0000000000000000000000L
  1; 15; 13;0x13f9f12342;0x4bd00003caf001500b5000000000000L
  1; 15; 14;0x13fa0a99e4;0xbda2003c00000000b70000150000bfL
  1; 15; 15;0x13fa24278d;0xbf00d83c753d6100000000a4000000L
  1; 15; 16;0x13fa3d8f66;0xafef15b73c0000000033050000000000L
  1; 15; 17;0x13fa575b85;0xa100003c0000000000000000000000L
  1; 15; 18;0x13fa5a6668;0x2003c00001c000000a700759701L
  1; 15; 19;0x13fa8a205b;0x3c00000000000000b7000000L
  1; 15; 20;0x13faa39f36;0x353c000000a400000000000000L
  1; 15; 21;0x13fad69805;0xa100333c1600b5b400000097b5a1b9L
  1; 15; 22;0x13faf02b94;0xb53c0000ef000000d5b5000000L
  1; 15; 23;0x13fb099acf;0xe4a03c150001000000a8d5000000L
  1; 15; 24;0x13fb099c87;0x9c00bf003cbd00a500000000000000b9L
  1; 15; 25;0x13fb3ca95b;0xafb7003c0000ab1500b500a7000000L
  1; 15; 26;0x13fb3cb3d3;0x3c0000f50000f900bf00bfa1L
  1; 15; 27;0x13fba2bb6f;0xf5003c00000001b6ef0000bc3fbdL
  1; 15; 28;0x13fba2c48e;0x9c3c0000000000a500b5950000L
  1; 15; 29;0x13fbd5c401;0x3c000000000000007f000000L
  1; 15; 30;0x13fbef2af9;0x6500003c9700b500a475b8a1b5b500L
  1; 15; 31;0x13fbef399a;0xe200d7003c0000a195b5a4f7fc0000a5L
  1; 15; 32;0x13fbef3bc5;0xc100003c0000000031b7af150000adL
  1; 15; 33;0x13fc089bf6;0xe89f9b003c007f0000930000f500bf00L
  1; 15; 34;0x13fc225956;0xb500a7003c00afa164d59d3c0000213fL
  1; 15; 35;0x13fc225d3e;0xb4b500003ced0000b400000000a70000L
  1; 15; 36;0x13fc553d4e;0xa40097213c1500b5af0000a715a10000L
  1; 15; 37;0x13fc55722d;0x973c00000000000000000000afL
  1; 15; 38;0x13fca51ad5;0xb97900003c0000000000000000000000L
  1; 15; 39;0x13fd07f26d;0x4dd3c0000ae1500000000000000L
  1; 15; 40;0x13fd080ef6;0x3c0000000000000000af0000L
  1; 15; 41;0x13fd216a54;0x9500003c0b0000950080950000a775L
  1; 15; 42;0x13fd3b0dfb;0x9c00008d3c000000bf00000000000000L
  1; 15; 43;0x13fd6dfc11;0x3c0000000095000000000000L
  1; 15; 44;0x13fd713700;0x14001c003c00bf8400000000000000bdL
  1; 15; 45;0x13fded84b8;0xf90000003c0000af00a4000010000000L
  1; 15; 46;0x13fe0702df;0x3cb500009500240000000000L
  1; 15; 47;0x13fe073147;0x3c0000000000000000000000L
  1; 15; 48;0x13fe0a4788;0xb5003c00df000000000000000000L
  1; 15; 49;0x13fe207c33;0xb5f5003c00000000f5000000000000L
  1; 15; 50;0x13fe39f20d;0x3ca80009bd00000000000000L
  1; 15; 51;0x13fe53859c;0xe43c0300bf0000b50000b10000L
  1; 15; 52;0x13fe5393ed;0x9d753c000000b500000000007500L
  1; 15; 53;0x13fe6d2fb0;0x3c00d5000000000000000000L
  1; 15; 54;0x13fe70559b;0x3c0000000000000000000000L
  1; 15; 55;0x13fea0135d;0xa53c6f00000000000000000000L
  1; 15; 56;0x13fed31e65;0xf0000003cb5007f0013a000009700f5L
  1; 15; 57;0x13fed324cd;0x9600353c0000000000000000d30000L
  1; 15; 58;0x13feec9f4d;0xa83c001d950000000000000000L
  1; 15; 59;0x13feeca4c5;0x960000903c000000a7210000ef009db5L
  1; 15; 60;0x13feecc338;0x15b900e43caf00640400000000000000L
  1; 15; 61;0x13ff393033;0x93003c000000000000001500e100L
  1; 15; 62;0x13ff6c332f;0xf5c100003c000015000000000014d700L
  1; 15; 63;0x13ff6c3e10;0x7e00003c0000000000000000000075L
  1; 15; 64;0x13ff85bbc4;0xb50004003c37e7e0b600e40000a40000L
  1; 15; 65;0x13ffb8bce5;0x3c0000000021000000000000L
  1; 15; 66;0x13ffd595fe;0x3c0000000000a5000000b091L
  1; 15; 67;0x13ffebc0bd;0xf50000df3c00b80000bc00edb7000000L
  1; 15; 68;0x1400055933;0xaf00a7003ca1009dfcb7b7b5000001d5L
  1; 15; 69;0x140008a2d2;0xb1003c6b000017000000b7bd0000L
  1; 15; 70;0x14001eef15;0xc57000a73c940044000000e1009f0000L
  1; 15; 71;0x1400385595;0x850000af3c0000000095000000000000L
  1; 15; 72;0x140084f166;0xb53c0000001100000035006400L
  1; 15; 73;0x14009e698e;0xbfcd003c000400e40000af000000b5L
  1; 15; 74;0x14009e6a38;0x9fb7fe003c9d00f400b500adaf0075bfL
  1; 15; 75;0x1400eae917;0xb5b524003c009400b5000000000000b5L
  1; 15; 76;0x1400eaebab;0xf000003c15000000e90000a535af00L
  1; 15; 77;0x1400eaf0dd;0xb50075003c000000b80014b500000000L
  1; 15; 78;0x1400eafb5f;0x9da03c4fafa400f50000950faef7L
  1; 15; 79;0x14012151ff;0x19bc003c00d707fb00002504000000L
  1; 15; 80;0x1401510143;0xa100003c00000000750000010000eeL
  1; 15; 81;0x1401511b33;0x3c00a1000000000095000000L
  1; 15; 82;0x14016dea65;0x3c0000000000d50000000000L
  1; 15; 83;0x14018411f5;0x3c000000a7b300a1008c0000L
  1; 15; 84;0x1401876b9d;0x3c0000000000000000000000L
  1; 15; 85;0x1401d08521;0x3cbd1400000094afb7e70000L
  1; 15; 86;0x1401d09d18;0x11a83c00b7000000007f00000000L
  1; 15; 87;0x1401ea2bed;0xed00fb3c82be0000000019b2a00000L
  1; 15; 88;0x140203b298;0x3c0000bf0000000000000000L
  1; 15; 89;0x14021d34c0;0x8d003c00bd00b7b7000000a10000L
  1; 15; 90;0x140250224f;0xaf9500953c1cbdf5000000adad000015L
  1; 15; 91;0x140269af17;0x15f900003c0000b300f8a70000f90000L
  1; 15; 92;0x1402cfd16b;0xbd00a4003ca500e51c00b5d5000000edL
  1; 15; 93;0x140302ccec;0xe2a700003cb793000000000000b700b7L
  1; 15; 94;0x140302d0a2;0xbfa1003c379fc4000000ed0000bc95L
  1; 15; 95;0x140302ecfe;0x3c0000f7b100020000000000L
  1; 15; 96;0x140335ec08;0x3c009c00af00bba400000000L
  1; 15; 97;0x140368cf60;0xeb003c0015000000a78b000000bfL
  1; 15; 98;0x14038279fb;0xa4c03c0000004f95000000000000L
  1; 15; 99;0x14039bf6e7;0x3c0000000000000000000000L
  1; 15;100;0x14039f24fc;0x7c70009e3cafb601fd00e1006da1a800L
  1; 15;101;0x1403b56b1d;0x3c00fea70000009516bc0000L
  1; 15;102;0x1403ceecf5;0xe211003cb5000000f9bf0b000000e7L
  1; 15;103;0x1403cf0edd;0x3c0000000000000000000000L
  1; 15;104;0x1403e86dc4;0xbd003c00a4000044000000000000L
  1; 15;105;0x140401f109;0xe51f3c930000a400000000000000L
  1; 15;106;0x14044e72d6;0xf003c000000bf00000000000020L
  1; 15;107;0x14044e7bf5;0x94003b003c3d3700bfa80000bc000fd1L
  1; 15;108;0x140467f8af;0xb5c104003c00f7bcb79fe10000000000L
  1; 15;109;0x14049b0eed;0x3c0000000000000000000000L
  1; 15;110;0x14049e4f18;0x76003c00b80000bc000000000000L
  1; 15;111;0x1404b472ac;0x15bf003c00beb7b5b7000000000000L
  1; 15;112;0x1404cdfe98;0xb5a1623cf500b30000a10044150000L
  1; 15;113;0x1404e795fb;0x3c00000000af000000000000L
  1; 15;114;0x1404e7980d;0x3c0000000000000000bd00beL
  1; 15;115;0x140501050e;0x156fbc3c0097000000000000000000L
  1; 15;116;0x14051a8dc1;0xbf00003c00b50000b515b50000a400L
  1; 15;117;0x14054d8f64;0xf53c0000150000fd0000ef5c00L
  1; 15;118;0x14054da7f6;0xc4003cd500000000990000a10097L
  1; 15;119;0x140580bff6;0xa1043cbb000000b50000bc880000L
  1; 15;120;0x140580c65e;0xb700b73c000000000000ad0000a495L
  1; 15;121;0x140633513e;0xa2afa1b53cae8800bb00f7bd00000000L
  1; 15;122;0x14067fd0bd;0xb73c0000f31095000000000000L
  1; 15;123;0x14067fd7a7;0x7f00003c00000000000000000071e1L
  1; 15;124;0x140718e8cf;0xf3c000000000000a015000000L
  1; 15;125;0x140718f563;0x3c000000b600b500009500fdL
  1; 15;126;0x140718fdb5;0xa40fa73cbb00b3000000c40000af00L
  1; 15;127;0x14073272d6;0x3cb7b5000000d97c7300bc00L
  1; 15;128;0x14077efdf9;0xfe0000003cb913000000e5950000bdefL
  1; 15;129;0x1407989d22;0xdc3c0000a2bd22b00000000d00L
  1; 15;130;0x140798af29;0x9d3cafa1000000000000000000L
  1; 15;131;0x140798b1ef;0x9595193c0000000000000000000000L
  1; 15;132;0x1407b213fb;0x3c0000000000a8f700a100e4L
  1; 15;133;0x1407cba325;0xaf0000373c0000afb500afb5b5bfa700L
  1; 15;134;0x1407e50a27;0x3cb70000e7a400d70000000eL
  1; 15;135;0x1407e51607;0x1505003c0000a100000000007f0000L
  1; 15;136;0x1407fead33;0xa1793c00a4b100a1000000000000L
  1; 15;137;0x14084b391e;0x3c950000df000092000000e4L
  1; 15;138;0x14087e563c;0x3c0000000000000000000000L
  1; 15;139;0x1408b16810;0x2d00003cafbe750000000000000000L
  1; 15;140;0x1408cae67d;0xf9a4003cbd00b0b515b50000000000L
  1; 15;141;0x140901433f;0xbe0000003c008cbd00f50000000000a4L
  1; 15;142;0x140964082b;0xb7003c00bff500c4001500bd0100L
  1; 15;143;0x14096415f0;0xcfb03c000000bf000000001400f5L
  1; 15;144;0x1409642b8f;0xafaf3c950000000000ed00850000L
  1; 15;145;0x1409643346;0x3c00000000e4000000000000L
  1; 15;146;0x1409972e3b;0x3c00000000b59f0000b75fedL
  1; 15;147;0x1409b08520;0x3c00a4b3000000b9005c0000L
  1; 15;148;0x1409b090c9;0xf7a1f03c2100b87500af001500b500L
  1; 15;149;0x1409b09240;0xada800003c0000750000000000f7bdf0L
  1; 15;150;0x1409e3969f;0x7b0000003c009500000000bf00001400L
  1; 15;151;0x1409e3ae2d;0xb7003c9500b3000000000000f500L
  1; 15;152;0x1409fd22b3;0x3cd50000000000000000009fL
  1; 15;153;0x140a302a5a;0xa4c23c9500000000000075000000L
  1; 15;154;0x140a303ac7;0x1300bc3c0000b57e0000b50000a5e0L
  1; 15;155;0x140a303c6b;0xed00f73c0000a400000000e400f5a5L
  1; 15;156;0x140a7cc3e7;0xfefa7cf3c000f00b1007500b8b500a1L
  1; 15;157;0x140aafd7d7;0x140000bf3cbeb6000000fdb5f5b51400L
  1; 15;158;0x140ab32b94;0x3cf5000097009d0000000000L
  1; 15;159;0x140ae2d73b;0x3c0015f50000b000000000b5L
  1; 15;160;0x140ae2ee56;0x3f07003cf7f5000000001500a7bd00L
  1; 15;161;0x140b2f6ea2;0xbe008d003c26a4005c00000000f60095L
  1; 15;162;0x140b6275e5;0x35003c000000bc15000015000008L
  1; 15;163;0x140b628995;0xb5bd003ca1f300b700979500007175L
  1; 15;164;0x140b95a39d;0x750000003cbf00b5a4b700a4000075bcL
  1; 15;165;0x140bc8a185;0xf700003c00f5000000b50000b40000L
  1; 15;166;0x140bfbb48f;0x100af3c000075a10000e70000bf00L
  1; 15;167;0x140bfbc0bf;0xcf003cb8bcd20000000000000000L
  1; 15;168;0x140c1531b7;0xb40000bd3ce1bc00dd3c00bc00000400L
  1; 15;169;0x140c484471;0x3c1500000000b415a7000000L
  1; 15;170;0x140c7b686f;0x3c0000000000000079000000L
  1; 15;171;0x140c7b6b8f;0xf53c00bb7700b500009500ed00L
  1; 15;172;0x140c94e7b3;0xb595003cb5b300f7bc00b90000be00L
  1; 15;173;0x140c94f258;0x8bbf3cb500f5af00000000000000L
  1; 15;174;0x140cae6ad5;0xbf3c0400000015af9500000000L
  1; 15;175;0x140cae7bf6;0xad0000003c7fb5f70000df0000000000L
  1; 15;176;0x140cc7eded;0xbd00b0003cb5dda100003500dede0000L
  1; 15;177;0x140cc81c96;0x3caf00000000000000000000L
  1; 15;178;0x140cfb00e3;0x9d0000a03c000000007500000000f900L
